country,city,address,coordinates,operator,type,phone,email,website,image,wikidata
United Kingdom,London,,Point(-0.221417 51.5455),Cambodia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Cambodia%2C%20London%201.jpg,http://www.wikidata.org/entity/Q16972141
United Kingdom,London,,Point(-0.131417 51.5006),Chile,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Chile%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16972505
United Kingdom,London,,Point(-0.178472 51.512),Costa Rica,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Costa%20Rica%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16972984
United Kingdom,London,,Point(-0.14125 51.5233),Croatia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Croatia%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891005
United Kingdom,London,,Point(-0.125389 51.5161),Cuba,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Cuba%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891011
United Kingdom,London,,Point(-0.193444 51.5094),Czech Republic,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20Czech%20and%20Slovak%20Republics%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16973171
United Kingdom,London,,Point(-0.187444 51.5156),Dominican Republic,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20Dominican%20Republic%20in%20London.jpg,http://www.wikidata.org/entity/Q16956542
United Kingdom,London,,,El Salvador,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20El%20Salvador%20in%20London%201.jpg,http://www.wikidata.org/entity/Q15216562
United Kingdom,London,,Point(-0.139778 51.5064),Equatorial Guinea,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Equatorial%20Guinea%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16835141
United Kingdom,London,,Point(-0.107361 51.5328),Eritrea,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Eritrea%2C%20London%201.jpg,http://www.wikidata.org/entity/Q16974710
United Kingdom,London,,Point(-0.181111 51.5007),Estonia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Estonia%20in%20London%202.jpg,http://www.wikidata.org/entity/Q16974714
United Kingdom,London,,Point(-0.172528 51.5015),Ethiopia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/16%20Princes%20Gate.jpg,http://www.wikidata.org/entity/Q16974718
United Kingdom,London,,Point(-0.158257 51.5025),France,embassy,,,http://www.ambafrance-uk.org/,http://commons.wikimedia.org/wiki/Special:FilePath/French%20Embassy%20-%20geograph.org.uk%20-%20645453.jpg,http://www.wikidata.org/entity/Q15623567
United Kingdom,London,,Point(-0.181 51.498),Gabon,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Gabon%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16835146
United Kingdom,London,,Point(-0.1542297 51.49812721),Germany,embassy,,,http://www.london.diplo.de/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Germany%20in%20London.jpg,http://www.wikidata.org/entity/Q835031
United Kingdom,London,,Point(-0.2045 51.5055),Greece,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Greece%20in%20London%201.jpg,http://www.wikidata.org/entity/Q15379259
United Kingdom,London,,Point(-0.1848 51.4853),Guatemala,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Guatemalan%20Embassy%2C%20London.jpg,http://www.wikidata.org/entity/Q16982846
United Kingdom,London,,Point(-0.191889 51.5378),Guinea,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Guinea%2C%20London.jpg,http://www.wikidata.org/entity/Q16964416
United Kingdom,London,,Point(-0.144167 51.5172),Haiti,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Haiti%2C%20London%201.jpg,http://www.wikidata.org/entity/Q16983076
United Kingdom,London,,Point(-0.159389 51.5207),Honduras,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Honduras%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16947085
United Kingdom,London,,Point(-0.152611 51.4973),Hungary,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Hungary%20in%20London%203.jpg,http://www.wikidata.org/entity/Q16891034
United Kingdom,London,,Point(-0.1594 51.4978),Iceland,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Icelandic%20Embassy%20%28London%2C%20UK%20-%20August%202009%29.jpg,http://www.wikidata.org/entity/Q15378751
United Kingdom,London,,,Iran,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/16%20Princes%20Gate.jpg,http://www.wikidata.org/entity/Q15378797
United Kingdom,London,,Point(-0.1805 51.4994),Iraq,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Iraq%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16836819
United Kingdom,London,,Point(-0.189444 51.5031),Israel,embassy,,,http://embassies.gov.il/london/,http://commons.wikimedia.org/wiki/Special:FilePath/Israeli%20embassy%20London.JPG,http://www.wikidata.org/entity/Q5369740
United Kingdom,London,,Point(-0.149889 51.5117),Italy,embassy,,,http://italy.embassyhomepage.com,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Italy%2C%20London.jpg,http://www.wikidata.org/entity/Q15636196
United Kingdom,London,,Point(-0.151 51.499),Ivory Coast,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Ivory%20Coast%20in%20London.jpg,http://www.wikidata.org/entity/Q16891020
United Kingdom,London,,Point(-0.1984 51.5018),Jordan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Jordan%20in%20London.jpg,http://www.wikidata.org/entity/Q16941281
United Kingdom,London,,Point(-0.131048 51.507517),Kazakhstan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Kazakhstan%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16867391
United Kingdom,London,,Point(-0.158389 51.5198),Kyrgyzstan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Kyrgyzstan%201.jpg,http://www.wikidata.org/entity/Q16969075
United Kingdom,London,,,Laos,embassy,,,,,http://www.wikidata.org/entity/Q29378865
United Kingdom,London,,Point(-0.192083 51.5081),Lebanon,embassy,,,,,http://www.wikidata.org/entity/Q16991723
United Kingdom,London,,Point(-0.140778 51.5229),Liberia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Liberia%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16979410
United Kingdom,London,,Point(-0.154 51.5023),Libya,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Former%20Libyan%20Embassy%2C%20St%20James%27s%20Sq%2C%20London.JPG,http://www.wikidata.org/entity/Q16991725
United Kingdom,London,,Point(-0.130833 51.4894),Lithuania,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Lithuania%20in%20London%203.jpg,http://www.wikidata.org/entity/Q16891016
United Kingdom,London,,Point(-0.154694 51.5009),Luxembourg,embassy,,,http://londres.mae.lu/en,http://commons.wikimedia.org/wiki/Special:FilePath/Wilton%20Crescent%2C%20SW1%20-%20geograph.org.uk%20-%20213435.jpg,http://www.wikidata.org/entity/Q16991727
United Kingdom,London,,Point(-0.137833 51.4992),Macedonia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Macedonia%20in%20London.jpg,http://www.wikidata.org/entity/Q16836829
United Kingdom,London,,Point(-0.140833 51.4939),Mauritania,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mauritania%20Embassy%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16948493
United Kingdom,London,,Point(-0.255 51.484),Moldova,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Moldova%20in%20London.png,http://www.wikidata.org/entity/Q16891025
United Kingdom,London,,,Monaco,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Monaco%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16239477
United Kingdom,London,,Point(-0.186917 51.5016),Mongolia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassies%20-%20Good%20Neighbours%20-%20geograph.org.uk%20-%20287424.jpg,http://www.wikidata.org/entity/Q16991729
United Kingdom,London,,Point(-0.182 51.496),Morocco,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Morocco%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891019
United Kingdom,London,,Point(-0.182278 51.5009),Netherlands,embassy,,,http://unitedkingdom.nlembassy.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20Netherlands%2C%20London.jpg,http://www.wikidata.org/entity/Q15379232
United Kingdom,London,,Point(-0.193 51.505),Nicaragua,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Nicaragua%20in%20London.jpg,http://www.wikidata.org/entity/Q16891021
United Kingdom,London,,Point(-0.289807 51.503413),North Korea,embassy,,,https://www.gov.uk/government/publications/foreign-embassies-in-the-uk,http://commons.wikimedia.org/wiki/Special:FilePath/North%20Korean%20Embassy%20in%20London.jpg,http://www.wikidata.org/entity/Q15216570
United Kingdom,London,,Point(-0.153028 51.4981),Norway,embassy,,,http://www.norway.org.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Den%20norske%20ambassaden%20i%20London.JPG,http://www.wikidata.org/entity/Q16891033
United Kingdom,London,,Point(-0.179222 51.4975),Oman,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Oman%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16991732
United Kingdom,London,,Point(-0.204861 51.4972),Paraguay,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Paraguay%20in%20London%201.jpg,http://www.wikidata.org/entity/Q15378884
United Kingdom,London,,Point(-0.16 51.498),Peru,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Peruvian%20embassy%20in%20London.JPG,http://www.wikidata.org/entity/Q16891024
United Kingdom,London,,Point(-0.130667 51.5086),Philippines,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20Philippines%20in%20London%203.jpg,http://www.wikidata.org/entity/Q16991744
United Kingdom,London,"11, Belgrave Square, London, SW1X 8PP",Point(-0.155194 51.4996),Portugal,embassy,,,http://portuguese-embassy.co.uk/en.html,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Portugal%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891032
United Kingdom,London,,Point(-0.19 51.5039),Romania,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Romanian%20Cultural%20Institute%2C%20London%201.jpg,http://www.wikidata.org/entity/Q16891035
United Kingdom,London,,Point(-0.1915 51.5097),Russia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Russia%20in%20London%201.jpg,http://www.wikidata.org/entity/Q4374047
United Kingdom,London,,Point(-0.193 51.497),Senegal,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Senegal%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16977057
United Kingdom,London,"Belgrave SquareLondon, SW1",Point(-0.1527 51.4984),Serbia,embassy,+44-20-7235-9049,mailto:london@serbianembassy.org.uk,http://www.london.mfa.gov.rs/,http://commons.wikimedia.org/wiki/Special:FilePath/Serbian%20Embassy%20London%201%202008%2006%2019.jpg,http://www.wikidata.org/entity/Q5369856
United Kingdom,London,,Point(-0.192917 51.5093),Slovakia,embassy,,,https://www.mzv.sk/web/londyn/,http://commons.wikimedia.org/wiki/Special:FilePath/Slovak%20Embassy%20in%20London.jpg,http://www.wikidata.org/entity/Q16991738
United Kingdom,London,,Point(-0.136583 51.498),South Korea,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20South%20Korea%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891028
United Kingdom,London,,Point(-0.171889 51.5328),South Sudan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20South%20Sudan%2C%20London.jpg,http://www.wikidata.org/entity/Q16965384
United Kingdom,London,,Point(-0.153617 51.4978),Spain,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/24%20Belgrave%20Square%20-%20geograph.org.uk%20-%201513547.jpg,http://www.wikidata.org/entity/Q15379219
United Kingdom,London,,,Sudan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Sudan%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16991739
United Kingdom,London,,Point(-0.1608 51.5185),Switzerland,embassy,,,http://www.eda.admin.ch/london,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Switzerland%20in%20London%201.jpg,http://www.wikidata.org/entity/Q5369879
United Kingdom,London,,Point(-0.1549 51.4997),Syria,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Syria%20in%20London.jpg,http://www.wikidata.org/entity/Q1861679
United Kingdom,London,,Point(-0.225939 51.4945),Tajikistan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Embassy%20of%20Tajikistan%20in%20London%2C%20UK.jpg,http://www.wikidata.org/entity/Q16991741
United Kingdom,London,,Point(-0.199528 51.5161),The Gambia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/High%20Commission%20of%20Gambia%20in%20London.jpg,http://www.wikidata.org/entity/Q16981614
United Kingdom,London,,Point(-0.174222 51.5015),Tunisia,embassy,,,http://www.at-londres.diplomatie.gov.tn/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Tunisia%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891026
United Kingdom,London,,Point(-0.152417 51.4999),Turkey,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/43%20Belgrave%20Square.jpg,http://www.wikidata.org/entity/Q15378816
United Kingdom,London,,Point(-0.209333 51.5059),Turkmenistan,embassy,,,http://turkmenembassy.org.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Turkmenistan%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16973513
United Kingdom,London,"60 Holland Park, London W11 3SJ",Point(-0.2082 51.5061),Ukraine,embassy,+20-77276312,mailto:emb_gb@mfa.gov.ua,http://uk.mfa.gov.ua,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Ukraine%20in%20London%201.jpg,http://www.wikidata.org/entity/Q5369904
United Kingdom,London,,Point(-0.17433333 51.5015),United Arab Emirates,embassy,,,http://www.uae-embassy.ae/Embassies/uk,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20UAE%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16991746
United Kingdom,London,,Point(-0.205139 51.5066),Uzbekistan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Uzbekistan%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16991748
United Kingdom,London,,Point(-0.17376 51.4956),Venezuela,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Venezualan%20Embassy%20London%208772.jpg,http://www.wikidata.org/entity/Q15378879
United Kingdom,London,,Point(-0.186361 51.5003),Vietnam,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Vietnam%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16991750
United Kingdom,London,,Point(-0.1787 51.4952),Yemen,embassy,,,http://www.yemenembassy.co.uk,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Yemen%20in%20London%201.jpg,http://www.wikidata.org/entity/Q5369918
United Kingdom,London Borough of Wandsworth,"33 Nine Elms Lane, London, SW11 7US",Point(-0.1317 51.4826),United States of America,embassy,,,http://london.usembassy.gov/,http://commons.wikimedia.org/wiki/Special:FilePath/New%20Embassy%20of%20the%20United%20States%20of%20America%20in%20Battersea%20Nine%20Elms%2C%20London%2C%20seen%20from%20Pimlico.jpg,http://www.wikidata.org/entity/Q5369960
United Kingdom,Royal Borough of Kensington and Chelsea,"4 Russell Gardens, London, W14 8EZ",Point(-0.211 51.5),Georgia,embassy,+44-20-7348-1942,,http://uk.mfa.gov.ge/index.php?lang_id=ENG&sec_id=42&lang_id=GEOsec_id=42,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Georgia%20in%20London%201.jpg,http://www.wikidata.org/entity/Q16891022
United Kingdom,Royal Borough of Kensington and Chelsea,"29-30 Queen's Gate, London, SW7 5JB",Point(-0.180088 51.498405),Thailand,embassy,,,http://www.thaiembassyuk.org.uk/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Thailand%20in%20London%201.jpg,http://www.wikidata.org/entity/Q15378913
United Kingdom,Scotland,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794025
United States of America,,,,State of Palestine,embassy,,,,,http://www.wikidata.org/entity/Q29512314
United States of America,,,,Sweden,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Sweden%2C%20Washington.jpg,http://www.wikidata.org/entity/Q27588337
United States of America,Atlanta,,,Japan,consulate general,,,http://www.atlanta.us.emb-japan.go.jp/nihongo/,,http://www.wikidata.org/entity/Q16951172
United States of America,Atlanta,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794026
United States of America,California,,Point(-118.29 34.0657),People's Republic of China,consulate general,,,,http://commons.wikimedia.org/wiki/Special:FilePath/PRCConsulateLA.JPG,http://www.wikidata.org/entity/Q5100423
United States of America,Chicago,,,People's Republic of China,consulate general,,,,,http://www.wikidata.org/entity/Q19854368
United States of America,Cleveland,,,Slovenia,consulate general,,,,,http://www.wikidata.org/entity/Q12789678
United States of America,Detroit,,Point(-83.039722222 42.328888888),Japan,consulate general,,,http://www.detroit.us.emb-japan.go.jp/itprtop_ja/,,http://www.wikidata.org/entity/Q15229227
United States of America,Foggy Bottom,,Point(-77.044 38.9007),Mexico,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mexicanembassywashingtondc.jpg,http://www.wikidata.org/entity/Q23925187
United States of America,Hawaii,,Point(-157.854 21.3191),Japan,consulate general,,,,,http://www.wikidata.org/entity/Q6158153
United States of America,Honolulu,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794038
United States of America,Houston,,Point(-95.3633 29.7564),Japan,consulate general,,,,http://commons.wikimedia.org/wiki/Special:FilePath/JapanConsulateHoustonTX.JPG,http://www.wikidata.org/entity/Q6158155
United States of America,Houston,"3410 West Dallas Street, Suite 100, Houston, TX 77019",Point(-95.401502388 29.7573525),Norway,consulate general,,,,,http://www.wikidata.org/entity/Q49166337
United States of America,Houston,,,People's Republic of China,consulate general,,,,,http://www.wikidata.org/entity/Q56065042
United States of America,Houston,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794037
United States of America,Knoxville,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934385
United States of America,Manhattan,,Point(-73.9794 40.7559),Philippines,consulate,,,http://www.newyorkpcg.org,http://commons.wikimedia.org/wiki/Special:FilePath/PhilippineCenterNYC.JPG,http://www.wikidata.org/entity/Q7185000
United States of America,Minneapolis,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934389
United States of America,Mission Hills,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794047
United States of America,Nashville,,,Japan,consulate general,,,http://www.nashville.us.emb-japan.go.jp/itprtop_ja/,,http://www.wikidata.org/entity/Q16951176
United States of America,New York,,,Slovenia,consulate general,,,,,http://www.wikidata.org/entity/Q12789679
United States of America,New York City,,Point(-73.9702102 40.7558761),Norway,consulate general,,,,,http://www.wikidata.org/entity/Q49167127
United States of America,New York City,,,Vatican City,Apostolic Nunciature,,,,,http://www.wikidata.org/entity/Q11782064
United States of America,Palm Beach,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934391
United States of America,Pueblo,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q19934392
United States of America,San Francisco,456 Montgomery Street Suite #2100,Point(-122.40277778 37.79361111),Israel,consulate general,,,,,http://www.wikidata.org/entity/Q14681777
United States of America,San Francisco,"575 Market Street, Suite 3950, San Francisco, CA 94105",Point(-122.4003555 37.789562805),Norway,consulate general,,,,,http://www.wikidata.org/entity/Q28719616
United States of America,San Francisco,"2790 Green Street, San Francisco, CA 94123",Point(-122.445 37.7951),Russia,consulate general,,,https://sanfrancisco.mid.ru/,http://commons.wikimedia.org/wiki/Special:FilePath/Russian%20Consulate-General%20in%20SF.JPG,http://www.wikidata.org/entity/Q16636104
United States of America,San Francisco,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794055
United States of America,San Francisco,,,Slovenia,consulate,,,,,http://www.wikidata.org/entity/Q12794056
United States of America,Tamuning,,Point(144.783027777 13.486638888),Japan,consulate general,,,,,http://www.wikidata.org/entity/Q56042493
United States of America,Texas,,Point(-95.4945 29.7195),Equatorial Guinea,consulate general,,,,,http://www.wikidata.org/entity/Q5164548
United States of America,Texas,,Point(-95.5686 29.7285),Indonesia,consulate general,,,,,http://www.wikidata.org/entity/Q5164552
United States of America,Texas,,Point(-96.8635 32.8163),Mexico,consulate general,,,,,http://www.wikidata.org/entity/Q5164566
United States of America,"Washington, D.C.",,Point(-77.0522 38.9172),Afghanistan,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Afghanistan.JPG,http://www.wikidata.org/entity/Q5369535
United States of America,"Washington, D.C.","2100 S St NW, Washington, D.C. 20008",Point(-77.047 38.9139),Albania,embassy,,,http://www.ambasadat.gov.al/usa/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Albania%2C%20Washington%2C%20D.C..jpg,http://www.wikidata.org/entity/Q5369539
United States of America,"Washington, D.C.","2118 Kalorama Rd NW, Washington, D.C. 20008",Point(-77.0486 38.9181),Algeria,embassy,,,http://www.algeria-us.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20Algeria%20Washington%20DC.jpg,http://www.wikidata.org/entity/Q1770892
United States of America,"Washington, D.C.",,Point(-77.0367 38.9181),Angola,embassy,,,,,http://www.wikidata.org/entity/Q5369542
United States of America,"Washington, D.C.",,Point(-77.0422 38.9111),Argentina,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Argentina%20United%20States.JPG,http://www.wikidata.org/entity/Q5369547
United States of America,"Washington, D.C.",,Point(-77.0499 38.9126),Armenia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Armenia-Washington.JPG,http://www.wikidata.org/entity/Q5369552
United States of America,"Washington, D.C.","1601 Massachusetts Ave NW, Washington, D.C. 20036",Point(-77.037013888 38.907775),Australia,embassy,,,http://usa.embassy.gov.au/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Australia%20-%20Washington%2C%20D.C..JPG,http://www.wikidata.org/entity/Q5369554
United States of America,"Washington, D.C.",,Point(-77.0687 38.9442),Austria,embassy,,,http://www.austria.org,http://commons.wikimedia.org/wiki/Special:FilePath/Austrian%20embassy%20Washington%203228.JPG,http://www.wikidata.org/entity/Q5369558
United States of America,"Washington, D.C.",,Point(-77.0662 38.926),Azerbaijan,embassy,,,http://www.azembassy.us/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Azerbaijan.JPG,http://www.wikidata.org/entity/Q5369561
United States of America,"Washington, D.C.",,Point(-77.0497 38.9114),Bahamas,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20the%20Bahamas%2C%20Washington.jpg,http://www.wikidata.org/entity/Q5369922
United States of America,"Washington, D.C.",,Point(-77.0658 38.9411),Bahrain,embassy,,,http://www.bahrainembassy.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Bahrain%20embassy%20Washington%203215.jpg,http://www.wikidata.org/entity/Q5369564
United States of America,"Washington, D.C.",,Point(-77.0678 38.9417),Bangladesh,embassy,,,http://www.bdembassyusa.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Bangladeshi%20Embassy%20Washington%20DC%203219.JPG,http://www.wikidata.org/entity/Q4373968
United States of America,"Washington, D.C.",,Point(-77.0487 38.9169),Barbados,embassy,,,http://www.foreign.gov.bb/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Barbados.jpg,http://www.wikidata.org/entity/Q5369565
United States of America,"Washington, D.C.",,Point(-77.0406 38.9119),Belarus,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Belarus.jpg,http://www.wikidata.org/entity/Q5369567
United States of America,"Washington, D.C.","3330 Garfield St NW, Washington, D.C. 20008",Point(-77.0658 38.9269),Belgium,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Belgium%2C%20Washington%2C%20D.C..jpg,http://www.wikidata.org/entity/Q5369570
United States of America,"Washington, D.C.",,Point(-77.0561 38.9164),Belize,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Belize%2C%20Washington%2C%20D.C..jpg,http://www.wikidata.org/entity/Q5369571
United States of America,"Washington, D.C.",,Point(-77.0491 38.9181),Benin,embassy,,,,,http://www.wikidata.org/entity/Q5369573
United States of America,"Washington, D.C.",,Point(-77.0608 38.9192),Bolivia,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/BolivianEmbassyWashingtonDC.jpg,http://www.wikidata.org/entity/Q5369575
United States of America,"Washington, D.C.",,Point(-77.0472 38.8961),Bosnia and Herzegovina,embassy,,,http://www.bhembassy.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Bosnia%20and%20Herzegovina%2C%20Washington%2C%20D.C..jpg,http://www.wikidata.org/entity/Q5369578
United States of America,"Washington, D.C.",,Point(-77.0417 38.9106),Botswana,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Botswana%2C%20Washington%2C%20D.C..jpg,http://www.wikidata.org/entity/Q5369579
United States of America,"Washington, D.C.",,Point(-77.0603 38.9192),Brazil,embassy,,,http://washington.itamaraty.gov.br/en-us/,http://commons.wikimedia.org/wiki/Special:FilePath/Brazil%2C%20Washington.jpg,http://www.wikidata.org/entity/Q1854623
United States of America,"Washington, D.C.",,Point(-77.0692 38.9444),Brunei,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/BruneianEmbassyWashingtonDC01.jpg,http://www.wikidata.org/entity/Q5369582
United States of America,"Washington, D.C.",,Point(-77.0483 38.9122),Bulgaria,embassy,,,http://www.bulgaria-embassy.org/,http://commons.wikimedia.org/wiki/Special:FilePath/Embassy%20of%20Bulgaria%2C%20Washington%2C%20D.C..jpg,http://www.wikidata.org/entity/Q5369586
United States of America,"Washington, D.C.",,Point(-77.0517 38.9125),Burkina Faso,embassy,,,,http://commons.wikimedia.org/wiki/Special:FilePath/BurkinaFasoEmbassyWashingtonDC.jpg,http://www.wikidata.org/entity/Q5369588
